INFO: 07/24/2015 04:01:20 PM AcronymDB loaded
INFO: 07/24/2015 04:01:26 PM ArticleDB loaded
INFO: 07/24/2015 04:01:36 PM Training new LDA model
INFO: 07/24/2015 04:01:41 PM Getting word_corpus from articles
INFO: 07/24/2015 04:08:32 PM AcronymDB loaded
INFO: 07/24/2015 04:08:35 PM ArticleDB loaded
INFO: 07/24/2015 04:08:38 PM Training new LDA model
INFO: 07/24/2015 04:08:43 PM Getting word_corpus from articles
INFO: 07/25/2015 04:31:15 PM topic #3 (0.077): 0.015*860054 + 0.010*1566164 + 0.010*1719292 + 0.010*1943655 + 0.008*1406380 + 0.006*1726301 + 0.006*1706054 + 0.006*197244 + 0.006*1689223 + 0.006*330739
INFO: 07/25/2015 04:31:15 PM topic #4 (0.077): 0.011*860054 + 0.011*1318581 + 0.005*1474784 + 0.005*984065 + 0.005*956746 + 0.005*1989666 + 0.005*803706 + 0.004*1774860 + 0.004*622667 + 0.004*1271133
INFO: 07/25/2015 04:31:16 PM topic #5 (0.077): 0.020*860054 + 0.013*1719292 + 0.011*178443 + 0.009*1940707 + 0.007*466440 + 0.006*1669167 + 0.006*1440966 + 0.006*1726301 + 0.006*1630434 + 0.006*1758139
INFO: 07/25/2015 04:31:16 PM topic #6 (0.077): 0.017*860054 + 0.009*1677100 + 0.008*1324313 + 0.007*1589971 + 0.007*1826130 + 0.006*200810 + 0.006*466423 + 0.006*1835006 + 0.006*415312 + 0.006*1726301
INFO: 07/25/2015 04:31:17 PM topic #7 (0.077): 0.024*1318581 + 0.009*860054 + 0.008*1900063 + 0.008*1945618 + 0.006*1989087 + 0.006*289435 + 0.005*1527260 + 0.005*1943655 + 0.005*1987332 + 0.005*1777811
INFO: 07/25/2015 04:31:18 PM topic #8 (0.077): 0.017*1759863 + 0.013*1439101 + 0.013*333874 + 0.012*1088158 + 0.011*1665890 + 0.010*1440388 + 0.010*782325 + 0.010*816951 + 0.009*1936197 + 0.008*1486115
INFO: 07/25/2015 04:31:18 PM topic #9 (0.077): 0.013*1509063 + 0.013*860054 + 0.012*1538229 + 0.010*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1684140 + 0.007*1460163 + 0.007*1823059 + 0.006*1318581
INFO: 07/25/2015 04:31:19 PM topic #10 (0.077): 0.017*1318581 + 0.015*860054 + 0.007*1402229 + 0.007*1222318 + 0.006*1695563 + 0.005*1641467 + 0.004*1858629 + 0.004*1544792 + 0.004*406416 + 0.004*1474194
INFO: 07/25/2015 04:31:19 PM topic #11 (0.077): 0.030*1531049 + 0.019*1677100 + 0.016*1582477 + 0.014*860054 + 0.014*1932717 + 0.011*1858629 + 0.011*1845872 + 0.010*1719292 + 0.009*244428 + 0.008*524785
INFO: 07/25/2015 04:31:19 PM topic diff=0.053507, rho=0.073521
INFO: 07/25/2015 04:31:20 PM PROGRESS: pass 0, at document #372000/411828
DEBUG: 07/25/2015 04:31:20 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 04:31:40 PM 1466/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 04:31:40 PM updating topics
INFO: 07/25/2015 04:31:42 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 04:31:52 PM topic #0 (0.077): 0.012*860054 + 0.010*1719292 + 0.008*1614467 + 0.007*319552 + 0.007*524785 + 0.006*1244439 + 0.006*1474784 + 0.006*1178712 + 0.006*984065 + 0.005*829470
INFO: 07/25/2015 04:31:53 PM topic #1 (0.077): 0.021*860054 + 0.007*138299 + 0.007*1677495 + 0.006*1726301 + 0.005*1843814 + 0.005*984065 + 0.004*1701890 + 0.004*1964673 + 0.004*1088158 + 0.004*1838526
INFO: 07/25/2015 04:31:53 PM topic #2 (0.077): 0.008*10591 + 0.007*544265 + 0.007*1772969 + 0.006*1682640 + 0.006*1412507 + 0.005*642961 + 0.005*1862263 + 0.005*1595430 + 0.004*770202 + 0.004*1526878
INFO: 07/25/2015 04:31:54 PM topic #3 (0.077): 0.015*860054 + 0.010*1566164 + 0.010*1719292 + 0.010*1943655 + 0.008*1406380 + 0.006*1726301 + 0.006*1706054 + 0.006*197244 + 0.006*330739 + 0.006*1689223
INFO: 07/25/2015 04:31:55 PM topic #4 (0.077): 0.011*860054 + 0.011*1318581 + 0.005*1474784 + 0.005*984065 + 0.005*956746 + 0.005*1989666 + 0.005*803706 + 0.004*1774860 + 0.004*622667 + 0.004*1271133
INFO: 07/25/2015 04:31:56 PM topic #5 (0.077): 0.020*860054 + 0.013*1719292 + 0.011*178443 + 0.009*1940707 + 0.007*466440 + 0.006*1669167 + 0.006*1432658 + 0.006*1726301 + 0.006*1440966 + 0.006*1630434
INFO: 07/25/2015 04:31:56 PM topic #6 (0.077): 0.017*860054 + 0.009*1677100 + 0.008*1324313 + 0.007*1589971 + 0.007*1826130 + 0.006*200810 + 0.006*466423 + 0.006*1835006 + 0.006*1726301 + 0.006*415312
INFO: 07/25/2015 04:31:57 PM topic #7 (0.077): 0.024*1318581 + 0.009*860054 + 0.008*1900063 + 0.008*1945618 + 0.006*1989087 + 0.006*289435 + 0.005*1943655 + 0.005*1527260 + 0.005*1987332 + 0.005*1777811
INFO: 07/25/2015 04:31:58 PM topic #8 (0.077): 0.018*1759863 + 0.013*1439101 + 0.013*333874 + 0.012*1088158 + 0.011*1665890 + 0.010*1440388 + 0.010*782325 + 0.010*816951 + 0.009*1936197 + 0.008*1486115
INFO: 07/25/2015 04:31:59 PM topic #9 (0.077): 0.014*1509063 + 0.013*860054 + 0.012*1538229 + 0.010*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1684140 + 0.007*1823059 + 0.007*1460163 + 0.006*1318581
INFO: 07/25/2015 04:31:59 PM topic #10 (0.077): 0.017*1318581 + 0.015*860054 + 0.007*1402229 + 0.007*1222318 + 0.006*1695563 + 0.005*1641467 + 0.004*1544792 + 0.004*1858629 + 0.004*406416 + 0.004*1474194
INFO: 07/25/2015 04:32:00 PM topic #11 (0.077): 0.031*1531049 + 0.019*1677100 + 0.016*1582477 + 0.014*1932717 + 0.014*860054 + 0.011*1858629 + 0.011*1845872 + 0.010*1719292 + 0.009*244428 + 0.008*524785
INFO: 07/25/2015 04:32:00 PM topic diff=0.054935, rho=0.073324
INFO: 07/25/2015 04:32:00 PM PROGRESS: pass 0, at document #374000/411828
DEBUG: 07/25/2015 04:32:00 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 04:32:24 PM 1455/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 04:32:25 PM updating topics
INFO: 07/25/2015 04:32:27 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 04:32:37 PM topic #0 (0.077): 0.012*860054 + 0.009*1719292 + 0.008*1614467 + 0.007*319552 + 0.007*524785 + 0.006*1244439 + 0.006*1474784 + 0.006*1178712 + 0.006*984065 + 0.005*829470
INFO: 07/25/2015 04:32:38 PM topic #1 (0.077): 0.021*860054 + 0.007*138299 + 0.007*1677495 + 0.006*1726301 + 0.005*1843814 + 0.005*984065 + 0.004*1701890 + 0.004*1964673 + 0.004*1088158 + 0.004*1838526
INFO: 07/25/2015 04:32:38 PM topic #2 (0.077): 0.008*10591 + 0.007*1772969 + 0.007*544265 + 0.006*1682640 + 0.006*1412507 + 0.005*642961 + 0.005*1862263 + 0.005*1595430 + 0.004*1526878 + 0.004*1473068
INFO: 07/25/2015 04:32:39 PM topic #3 (0.077): 0.015*860054 + 0.010*1566164 + 0.010*1719292 + 0.010*1943655 + 0.008*1406380 + 0.006*1726301 + 0.006*330739 + 0.006*1706054 + 0.006*1689223 + 0.006*197244
INFO: 07/25/2015 04:32:39 PM topic #4 (0.077): 0.011*860054 + 0.011*1318581 + 0.005*1474784 + 0.005*984065 + 0.005*956746 + 0.005*1989666 + 0.005*803706 + 0.004*1774860 + 0.004*1271133 + 0.004*622667
INFO: 07/25/2015 04:32:40 PM topic #5 (0.077): 0.020*860054 + 0.013*1719292 + 0.011*178443 + 0.009*1940707 + 0.007*466440 + 0.006*1669167 + 0.006*1432658 + 0.006*1726301 + 0.006*1630434 + 0.006*1440966
INFO: 07/25/2015 04:32:40 PM topic #6 (0.077): 0.017*860054 + 0.009*1677100 + 0.008*1324313 + 0.007*1589971 + 0.007*1826130 + 0.006*200810 + 0.006*466423 + 0.006*1835006 + 0.006*1726301 + 0.006*415312
INFO: 07/25/2015 04:32:41 PM topic #7 (0.077): 0.024*1318581 + 0.009*860054 + 0.008*1900063 + 0.008*1945618 + 0.006*1989087 + 0.006*289435 + 0.005*1943655 + 0.005*1527260 + 0.005*1987332 + 0.005*1777811
INFO: 07/25/2015 04:32:41 PM topic #8 (0.077): 0.018*1759863 + 0.013*1439101 + 0.013*333874 + 0.012*1088158 + 0.011*1665890 + 0.010*1440388 + 0.010*782325 + 0.010*816951 + 0.009*1936197 + 0.008*1486115
INFO: 07/25/2015 04:32:42 PM topic #9 (0.077): 0.013*1509063 + 0.013*860054 + 0.012*1538229 + 0.010*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1684140 + 0.007*1823059 + 0.007*1460163 + 0.006*1318581
INFO: 07/25/2015 04:32:43 PM topic #10 (0.077): 0.017*1318581 + 0.015*860054 + 0.007*1402229 + 0.007*1222318 + 0.006*1695563 + 0.005*1641467 + 0.004*1858629 + 0.004*1544792 + 0.004*406416 + 0.004*1474194
INFO: 07/25/2015 04:32:43 PM topic #11 (0.077): 0.031*1531049 + 0.019*1677100 + 0.016*1582477 + 0.014*860054 + 0.014*1932717 + 0.011*1845872 + 0.011*1858629 + 0.010*1719292 + 0.009*244428 + 0.008*524785
INFO: 07/25/2015 04:32:43 PM topic diff=0.056572, rho=0.073127
INFO: 07/25/2015 04:32:44 PM PROGRESS: pass 0, at document #376000/411828
DEBUG: 07/25/2015 04:32:44 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 04:33:05 PM 1433/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 04:33:05 PM updating topics
INFO: 07/25/2015 04:33:07 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 04:33:17 PM topic #0 (0.077): 0.012*860054 + 0.009*1719292 + 0.008*1614467 + 0.007*319552 + 0.007*524785 + 0.006*1244439 + 0.006*1474784 + 0.006*1178712 + 0.006*984065 + 0.005*829470
INFO: 07/25/2015 04:33:18 PM topic #1 (0.077): 0.021*860054 + 0.007*138299 + 0.007*1677495 + 0.006*1726301 + 0.005*1843814 + 0.005*984065 + 0.004*1701890 + 0.004*1838526 + 0.004*1964673 + 0.004*1088158
INFO: 07/25/2015 04:33:18 PM topic #2 (0.077): 0.008*10591 + 0.007*1772969 + 0.006*544265 + 0.006*1682640 + 0.006*1412507 + 0.005*642961 + 0.005*1595430 + 0.005*1862263 + 0.004*1490492 + 0.004*1526878
INFO: 07/25/2015 04:33:19 PM topic #3 (0.077): 0.015*860054 + 0.010*1566164 + 0.010*1719292 + 0.010*1943655 + 0.008*1406380 + 0.006*1726301 + 0.006*1706054 + 0.006*1689223 + 0.006*330739 + 0.006*197244
INFO: 07/25/2015 04:33:20 PM topic #4 (0.077): 0.011*860054 + 0.011*1318581 + 0.005*1474784 + 0.005*984065 + 0.005*956746 + 0.005*1989666 + 0.005*803706 + 0.004*1774860 + 0.004*1271133 + 0.004*622667
INFO: 07/25/2015 04:33:20 PM topic #5 (0.077): 0.020*860054 + 0.013*1719292 + 0.011*178443 + 0.009*1940707 + 0.007*466440 + 0.006*1669167 + 0.006*1432658 + 0.006*1726301 + 0.006*1630434 + 0.006*1440966
INFO: 07/25/2015 04:33:21 PM topic #6 (0.077): 0.017*860054 + 0.009*1677100 + 0.008*1324313 + 0.007*1589971 + 0.007*1826130 + 0.006*1835006 + 0.006*200810 + 0.006*466423 + 0.006*415312 + 0.006*1726301
INFO: 07/25/2015 04:33:21 PM topic #7 (0.077): 0.024*1318581 + 0.009*860054 + 0.008*1900063 + 0.008*1945618 + 0.006*1989087 + 0.006*289435 + 0.006*1943655 + 0.005*1987332 + 0.005*1527260 + 0.005*1777811
INFO: 07/25/2015 04:33:22 PM topic #8 (0.077): 0.018*1759863 + 0.013*1439101 + 0.013*333874 + 0.012*1088158 + 0.011*1665890 + 0.010*1440388 + 0.010*816951 + 0.010*782325 + 0.009*1936197 + 0.008*1486115
INFO: 07/25/2015 04:33:22 PM topic #9 (0.077): 0.013*1509063 + 0.013*860054 + 0.012*1538229 + 0.010*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1684140 + 0.007*1823059 + 0.007*1460163 + 0.006*1318581
INFO: 07/25/2015 04:33:23 PM topic #10 (0.077): 0.017*1318581 + 0.015*860054 + 0.007*1402229 + 0.007*1222318 + 0.006*1695563 + 0.005*1641467 + 0.004*406416 + 0.004*1858629 + 0.004*1544792 + 0.004*1474194
INFO: 07/25/2015 04:33:23 PM topic #11 (0.077): 0.031*1531049 + 0.019*1677100 + 0.016*1582477 + 0.014*1932717 + 0.014*860054 + 0.011*1858629 + 0.011*1845872 + 0.010*1719292 + 0.009*244428 + 0.008*524785
INFO: 07/25/2015 04:33:24 PM topic diff=0.054713, rho=0.072932
INFO: 07/25/2015 04:33:24 PM PROGRESS: pass 0, at document #378000/411828
DEBUG: 07/25/2015 04:33:24 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 04:33:48 PM 1454/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 04:33:49 PM updating topics
INFO: 07/25/2015 04:33:51 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 04:34:01 PM topic #0 (0.077): 0.012*860054 + 0.009*1719292 + 0.008*1614467 + 0.007*319552 + 0.007*524785 + 0.006*1244439 + 0.006*1474784 + 0.006*1178712 + 0.006*984065 + 0.005*829470
INFO: 07/25/2015 04:34:02 PM topic #1 (0.077): 0.021*860054 + 0.007*138299 + 0.007*1677495 + 0.006*1726301 + 0.005*1843814 + 0.005*984065 + 0.004*1701890 + 0.004*1964673 + 0.004*1838526 + 0.004*1088158
INFO: 07/25/2015 04:34:02 PM topic #2 (0.077): 0.008*10591 + 0.007*1772969 + 0.007*544265 + 0.006*1682640 + 0.006*1412507 + 0.005*642961 + 0.005*1595430 + 0.005*1862263 + 0.004*1526878 + 0.004*1490492
INFO: 07/25/2015 04:34:03 PM topic #3 (0.077): 0.015*860054 + 0.010*1566164 + 0.010*1719292 + 0.010*1943655 + 0.008*1406380 + 0.006*1726301 + 0.006*1706054 + 0.006*330739 + 0.006*1689223 + 0.006*1641439
INFO: 07/25/2015 04:34:04 PM topic #4 (0.077): 0.011*860054 + 0.011*1318581 + 0.005*1474784 + 0.005*984065 + 0.005*956746 + 0.005*1989666 + 0.005*803706 + 0.004*1774860 + 0.004*1271133 + 0.004*622667
INFO: 07/25/2015 04:34:04 PM topic #5 (0.077): 0.020*860054 + 0.013*1719292 + 0.011*178443 + 0.009*1940707 + 0.007*466440 + 0.006*1669167 + 0.006*1432658 + 0.006*1726301 + 0.006*1440966 + 0.006*1630434
INFO: 07/25/2015 04:34:05 PM topic #6 (0.077): 0.017*860054 + 0.009*1677100 + 0.008*1324313 + 0.007*1589971 + 0.007*1826130 + 0.006*1835006 + 0.006*200810 + 0.006*466423 + 0.006*415312 + 0.006*1726301
INFO: 07/25/2015 04:34:05 PM topic #7 (0.077): 0.024*1318581 + 0.009*860054 + 0.008*1900063 + 0.008*1945618 + 0.006*1989087 + 0.006*289435 + 0.006*1943655 + 0.005*1527260 + 0.005*1987332 + 0.005*1777811
INFO: 07/25/2015 04:34:06 PM topic #8 (0.077): 0.018*1759863 + 0.013*1439101 + 0.012*1088158 + 0.012*333874 + 0.011*1665890 + 0.010*1440388 + 0.010*816951 + 0.010*782325 + 0.009*1936197 + 0.008*1486115
INFO: 07/25/2015 04:34:06 PM topic #9 (0.077): 0.013*1509063 + 0.013*860054 + 0.012*1538229 + 0.010*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1684140 + 0.007*1823059 + 0.007*1460163 + 0.006*1318581
INFO: 07/25/2015 04:34:07 PM topic #10 (0.077): 0.017*1318581 + 0.015*860054 + 0.007*1402229 + 0.007*1222318 + 0.006*1695563 + 0.005*1641467 + 0.004*1858629 + 0.004*406416 + 0.004*1544792 + 0.004*1474194
INFO: 07/25/2015 04:34:07 PM topic #11 (0.077): 0.031*1531049 + 0.019*1677100 + 0.016*1582477 + 0.015*1932717 + 0.014*860054 + 0.011*1845872 + 0.011*1858629 + 0.010*1719292 + 0.009*244428 + 0.008*524785
INFO: 07/25/2015 04:34:08 PM topic diff=0.053372, rho=0.072739
DEBUG: 07/25/2015 04:34:15 PM bound: at document #0
INFO: 07/25/2015 04:35:15 PM -8.522 per-word bound, 367.6 perplexity estimate based on a held-out corpus of 2000 documents with 1382815 words
INFO: 07/25/2015 04:35:15 PM PROGRESS: pass 0, at document #380000/411828
DEBUG: 07/25/2015 04:35:15 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 04:35:35 PM 1415/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 04:35:35 PM updating topics
INFO: 07/25/2015 04:35:38 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 04:35:48 PM topic #0 (0.077): 0.012*860054 + 0.009*1719292 + 0.008*1614467 + 0.007*319552 + 0.007*524785 + 0.006*1244439 + 0.006*1474784 + 0.006*1178712 + 0.006*984065 + 0.005*829470
INFO: 07/25/2015 04:35:48 PM topic #1 (0.077): 0.021*860054 + 0.007*138299 + 0.007*1677495 + 0.006*1726301 + 0.005*1843814 + 0.005*984065 + 0.004*1701890 + 0.004*1838526 + 0.004*1964673 + 0.004*1088158
INFO: 07/25/2015 04:35:49 PM topic #2 (0.077): 0.008*10591 + 0.007*1772969 + 0.007*544265 + 0.006*1682640 + 0.006*1412507 + 0.006*642961 + 0.005*1595430 + 0.005*1862263 + 0.004*1526878 + 0.004*863481
INFO: 07/25/2015 04:35:50 PM topic #3 (0.077): 0.015*860054 + 0.010*1566164 + 0.010*1719292 + 0.010*1943655 + 0.008*1406380 + 0.006*1726301 + 0.006*330739 + 0.006*1706054 + 0.006*197244 + 0.006*1689223
INFO: 07/25/2015 04:35:50 PM topic #4 (0.077): 0.011*860054 + 0.011*1318581 + 0.005*1474784 + 0.005*956746 + 0.005*984065 + 0.005*1989666 + 0.005*803706 + 0.005*1774860 + 0.004*622667 + 0.004*1271133
INFO: 07/25/2015 04:35:51 PM topic #5 (0.077): 0.020*860054 + 0.013*1719292 + 0.012*178443 + 0.009*1940707 + 0.007*466440 + 0.006*1669167 + 0.006*1432658 + 0.006*1726301 + 0.006*1630434 + 0.006*1440966
INFO: 07/25/2015 04:35:51 PM topic #6 (0.077): 0.017*860054 + 0.009*1677100 + 0.008*1324313 + 0.007*1589971 + 0.007*1826130 + 0.006*1835006 + 0.006*200810 + 0.006*466423 + 0.006*415312 + 0.006*1726301
INFO: 07/25/2015 04:35:52 PM topic #7 (0.077): 0.024*1318581 + 0.009*860054 + 0.008*1900063 + 0.008*1945618 + 0.006*1989087 + 0.006*289435 + 0.005*1943655 + 0.005*1527260 + 0.005*1987332 + 0.005*1777811
INFO: 07/25/2015 04:35:52 PM topic #8 (0.077): 0.018*1759863 + 0.013*1439101 + 0.012*1088158 + 0.012*333874 + 0.011*1665890 + 0.010*1440388 + 0.010*816951 + 0.010*782325 + 0.009*1936197 + 0.008*1486115
INFO: 07/25/2015 04:35:53 PM topic #9 (0.077): 0.014*1509063 + 0.013*860054 + 0.012*1538229 + 0.010*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1684140 + 0.007*1823059 + 0.007*1460163 + 0.006*1318581
INFO: 07/25/2015 04:35:53 PM topic #10 (0.077): 0.017*1318581 + 0.015*860054 + 0.007*1402229 + 0.007*1222318 + 0.006*1695563 + 0.005*1641467 + 0.004*1858629 + 0.004*1474194 + 0.004*1544792 + 0.004*406416
INFO: 07/25/2015 04:35:54 PM topic #11 (0.077): 0.031*1531049 + 0.019*1677100 + 0.016*1582477 + 0.015*1932717 + 0.014*860054 + 0.011*1858629 + 0.011*1845872 + 0.010*1719292 + 0.009*244428 + 0.008*524785
INFO: 07/25/2015 04:35:54 PM topic diff=0.052736, rho=0.072548
INFO: 07/25/2015 04:35:55 PM PROGRESS: pass 0, at document #382000/411828
DEBUG: 07/25/2015 04:35:55 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 04:36:17 PM 1425/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 04:36:17 PM updating topics
INFO: 07/25/2015 04:36:19 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 04:36:30 PM topic #0 (0.077): 0.012*860054 + 0.009*1719292 + 0.008*1614467 + 0.007*319552 + 0.007*524785 + 0.006*1244439 + 0.006*1474784 + 0.006*1178712 + 0.006*984065 + 0.005*1698514
INFO: 07/25/2015 04:36:31 PM topic #1 (0.077): 0.021*860054 + 0.007*138299 + 0.007*1677495 + 0.006*1726301 + 0.005*1843814 + 0.005*984065 + 0.004*1701890 + 0.004*1964673 + 0.004*1838526 + 0.004*1088158
INFO: 07/25/2015 04:36:31 PM topic #2 (0.077): 0.008*10591 + 0.007*544265 + 0.007*1772969 + 0.006*1682640 + 0.006*1412507 + 0.006*642961 + 0.005*1595430 + 0.005*1862263 + 0.004*1526878 + 0.004*863481
INFO: 07/25/2015 04:36:32 PM topic #3 (0.077): 0.015*860054 + 0.010*1566164 + 0.010*1719292 + 0.010*1943655 + 0.008*1406380 + 0.006*330739 + 0.006*1706054 + 0.006*1726301 + 0.006*1689223 + 0.006*1641439
INFO: 07/25/2015 04:36:32 PM topic #4 (0.077): 0.011*860054 + 0.011*1318581 + 0.005*1474784 + 0.005*956746 + 0.005*984065 + 0.005*1989666 + 0.005*803706 + 0.005*1774860 + 0.004*1271133 + 0.004*622667
INFO: 07/25/2015 04:36:33 PM topic #5 (0.077): 0.020*860054 + 0.013*1719292 + 0.011*178443 + 0.009*1940707 + 0.007*466440 + 0.006*1669167 + 0.006*1432658 + 0.006*1726301 + 0.006*1630434 + 0.006*1440966
INFO: 07/25/2015 04:36:33 PM topic #6 (0.077): 0.017*860054 + 0.009*1677100 + 0.008*1324313 + 0.007*1589971 + 0.006*1826130 + 0.006*1835006 + 0.006*200810 + 0.006*415312 + 0.006*466423 + 0.006*1726301
INFO: 07/25/2015 04:36:34 PM topic #7 (0.077): 0.024*1318581 + 0.009*860054 + 0.008*1900063 + 0.007*1945618 + 0.006*1989087 + 0.006*289435 + 0.005*1943655 + 0.005*1527260 + 0.005*1987332 + 0.005*1777811
INFO: 07/25/2015 04:36:35 PM topic #8 (0.077): 0.018*1759863 + 0.013*1439101 + 0.012*1088158 + 0.012*333874 + 0.011*1665890 + 0.010*1440388 + 0.010*816951 + 0.010*782325 + 0.009*1936197 + 0.008*1486115
INFO: 07/25/2015 04:36:35 PM topic #9 (0.077): 0.014*1509063 + 0.012*860054 + 0.012*1538229 + 0.010*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1684140 + 0.007*1823059 + 0.007*1460163 + 0.006*1318581
INFO: 07/25/2015 04:36:36 PM topic #10 (0.077): 0.017*1318581 + 0.015*860054 + 0.007*1402229 + 0.007*1222318 + 0.006*1695563 + 0.005*1641467 + 0.004*1858629 + 0.004*1544792 + 0.004*1474194 + 0.004*406416
INFO: 07/25/2015 04:36:36 PM topic #11 (0.077): 0.031*1531049 + 0.019*1677100 + 0.016*1582477 + 0.015*1932717 + 0.014*860054 + 0.011*1858629 + 0.011*1845872 + 0.010*1719292 + 0.009*244428 + 0.008*524785
INFO: 07/25/2015 04:36:36 PM topic diff=0.054878, rho=0.072357
INFO: 07/25/2015 04:36:37 PM PROGRESS: pass 0, at document #384000/411828
DEBUG: 07/25/2015 04:36:37 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 04:36:58 PM 1435/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 04:36:58 PM updating topics
INFO: 07/25/2015 04:37:00 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 04:37:11 PM topic #0 (0.077): 0.012*860054 + 0.009*1719292 + 0.008*1614467 + 0.007*319552 + 0.007*524785 + 0.006*1244439 + 0.006*1474784 + 0.006*1178712 + 0.006*984065 + 0.005*829470
INFO: 07/25/2015 04:37:11 PM topic #1 (0.077): 0.021*860054 + 0.007*138299 + 0.007*1677495 + 0.006*1726301 + 0.005*1843814 + 0.005*984065 + 0.004*1701890 + 0.004*1964673 + 0.004*1088158 + 0.004*1838526
INFO: 07/25/2015 04:37:12 PM topic #2 (0.077): 0.008*10591 + 0.007*1772969 + 0.007*544265 + 0.006*1412507 + 0.006*1682640 + 0.006*642961 + 0.005*1595430 + 0.005*1862263 + 0.005*1526878 + 0.004*770202
INFO: 07/25/2015 04:37:12 PM topic #3 (0.077): 0.015*860054 + 0.010*1566164 + 0.010*1719292 + 0.010*1943655 + 0.008*1406380 + 0.006*1706054 + 0.006*330739 + 0.006*1726301 + 0.006*197244 + 0.006*1641439
INFO: 07/25/2015 04:37:13 PM topic #4 (0.077): 0.011*860054 + 0.011*1318581 + 0.005*1474784 + 0.005*984065 + 0.005*956746 + 0.005*1989666 + 0.005*803706 + 0.004*1774860 + 0.004*1271133 + 0.004*622667
INFO: 07/25/2015 04:37:13 PM topic #5 (0.077): 0.020*860054 + 0.013*1719292 + 0.012*178443 + 0.009*1940707 + 0.007*466440 + 0.007*1669167 + 0.006*1432658 + 0.006*1726301 + 0.006*1630434 + 0.006*1758139
INFO: 07/25/2015 04:37:14 PM topic #6 (0.077): 0.017*860054 + 0.009*1677100 + 0.008*1324313 + 0.007*1589971 + 0.006*1826130 + 0.006*1835006 + 0.006*415312 + 0.006*200810 + 0.006*466423 + 0.006*1726301
INFO: 07/25/2015 04:37:14 PM topic #7 (0.077): 0.024*1318581 + 0.009*860054 + 0.008*1900063 + 0.008*1945618 + 0.006*1989087 + 0.006*289435 + 0.005*1943655 + 0.005*1527260 + 0.005*1987332 + 0.005*1777811
INFO: 07/25/2015 04:37:15 PM topic #8 (0.077): 0.018*1759863 + 0.013*1439101 + 0.012*1088158 + 0.012*333874 + 0.011*1665890 + 0.010*1440388 + 0.010*782325 + 0.010*816951 + 0.009*1936197 + 0.008*1486115
INFO: 07/25/2015 04:37:16 PM topic #9 (0.077): 0.013*1509063 + 0.013*860054 + 0.012*1538229 + 0.010*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1684140 + 0.007*1823059 + 0.007*1460163 + 0.006*1318581
INFO: 07/25/2015 04:37:16 PM topic #10 (0.077): 0.017*1318581 + 0.015*860054 + 0.007*1402229 + 0.007*1222318 + 0.006*1695563 + 0.005*1641467 + 0.004*1858629 + 0.004*1544792 + 0.004*1474194 + 0.004*406416
INFO: 07/25/2015 04:37:17 PM topic #11 (0.077): 0.032*1531049 + 0.019*1677100 + 0.016*1582477 + 0.015*1932717 + 0.014*860054 + 0.011*1858629 + 0.011*1845872 + 0.011*1719292 + 0.009*244428 + 0.008*524785
INFO: 07/25/2015 04:37:17 PM topic diff=0.053171, rho=0.072169
INFO: 07/25/2015 04:37:17 PM PROGRESS: pass 0, at document #386000/411828
DEBUG: 07/25/2015 04:37:17 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 04:37:37 PM 1431/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 04:37:38 PM updating topics
INFO: 07/25/2015 04:37:40 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 04:37:50 PM topic #0 (0.077): 0.012*860054 + 0.009*1719292 + 0.008*1614467 + 0.007*319552 + 0.007*524785 + 0.006*1244439 + 0.006*1474784 + 0.006*1178712 + 0.006*984065 + 0.005*829470
